nohup: ignoring input
2021-11-27 19:16:11,337 - TCA - {'dataset_root': '../miniImagenet', 'IMAGE_SIZE': 84, 'feature_extractor_type': 'Conv4', 'metric_type': 'TCA', 'pretrained': True, 'finetune': True, 'display_freq': 200, 'val_freq': 2000, 'gpu': 0, 'num_workers': 3, 'n_way': 5, 'n_shot': 5, 'n_query_train': 10, 'n_query_test': 10, 'n_episode_each_epoch': 2000, 'test_episode': 600, 'lr': 0.001, 'loss_type': 'mse', 'optimizer': 'Adam', 'weight_decay': 0}
2021-11-27 19:16:28,235 - TCA - Lr 0.001 | Epoch 0 | Batch 200/2000 | Loss 0.222179
2021-11-27 19:16:43,726 - TCA - Lr 0.001 | Epoch 0 | Batch 400/2000 | Loss 0.198388
2021-11-27 19:16:59,201 - TCA - Lr 0.001 | Epoch 0 | Batch 600/2000 | Loss 0.191342
2021-11-27 19:17:14,751 - TCA - Lr 0.001 | Epoch 0 | Batch 800/2000 | Loss 0.187017
2021-11-27 19:17:30,432 - TCA - Lr 0.001 | Epoch 0 | Batch 1000/2000 | Loss 0.179813
2021-11-27 19:17:46,062 - TCA - Lr 0.001 | Epoch 0 | Batch 1200/2000 | Loss 0.175288
2021-11-27 19:18:01,701 - TCA - Lr 0.001 | Epoch 0 | Batch 1400/2000 | Loss 0.171859
2021-11-27 19:18:17,300 - TCA - Lr 0.001 | Epoch 0 | Batch 1600/2000 | Loss 0.167854
2021-11-27 19:18:32,937 - TCA - Lr 0.001 | Epoch 0 | Batch 1800/2000 | Loss 0.163590
2021-11-27 19:18:48,568 - TCA - Lr 0.001 | Epoch 0 | Batch 2000/2000 | Loss 0.162157
/home/guangfei/.conda/envs/wgfvenv/lib/python3.6/site-packages/torch/optim/lr_scheduler.py:156: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate your use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)

0it [00:00, ?it/s]
2it [00:00, 15.97it/s]
6it [00:00, 19.34it/s]
10it [00:00, 22.71it/s]
14it [00:00, 26.00it/s]
18it [00:00, 29.01it/s]
22it [00:00, 31.55it/s]
26it [00:00, 33.52it/s]
30it [00:00, 35.11it/s]
34it [00:00, 36.38it/s]
38it [00:01, 36.97it/s]
42it [00:01, 37.73it/s]
46it [00:01, 38.20it/s]
50it [00:01, 38.50it/s]
54it [00:01, 38.82it/s]
58it [00:01, 39.05it/s]
62it [00:01, 39.25it/s]
66it [00:01, 39.37it/s]
70it [00:01, 39.48it/s]
74it [00:01, 39.49it/s]
78it [00:02, 39.55it/s]
82it [00:02, 39.51it/s]
86it [00:02, 39.59it/s]
90it [00:02, 39.60it/s]
94it [00:02, 39.60it/s]
98it [00:02, 39.65it/s]
102it [00:02, 39.57it/s]
106it [00:02, 39.56it/s]
110it [00:02, 39.46it/s]
114it [00:02, 39.52it/s]
118it [00:03, 39.34it/s]
122it [00:03, 39.44it/s]
127it [00:03, 39.53it/s]
131it [00:03, 39.66it/s]
135it [00:03, 39.68it/s]
139it [00:03, 39.76it/s]
143it [00:03, 39.74it/s]
147it [00:03, 39.66it/s]
151it [00:03, 39.66it/s]
155it [00:04, 39.63it/s]
160it [00:04, 39.85it/s]
164it [00:04, 39.73it/s]
168it [00:04, 38.97it/s]
172it [00:04, 38.94it/s]
176it [00:04, 39.12it/s]
180it [00:04, 39.32it/s]
184it [00:04, 39.29it/s]
188it [00:04, 39.41it/s]
192it [00:04, 39.53it/s]
196it [00:05, 39.61it/s]
200it [00:05, 39.53it/s]
204it [00:05, 39.52it/s]
209it [00:05, 39.56it/s]
213it [00:05, 39.57it/s]
218it [00:05, 39.77it/s]
223it [00:05, 39.80it/s]
227it [00:05, 39.60it/s]
231it [00:05, 39.61it/s]
235it [00:06, 39.68it/s]
239it [00:06, 39.68it/s]
243it [00:06, 39.22it/s]
247it [00:06, 39.44it/s]
251it [00:06, 39.54it/s]
255it [00:06, 39.53it/s]
259it [00:06, 39.61it/s]
263it [00:06, 39.38it/s]
267it [00:06, 39.45it/s]
271it [00:06, 39.49it/s]
275it [00:07, 39.56it/s]
279it [00:07, 39.26it/s]
283it [00:07, 39.39it/s]
287it [00:07, 39.50it/s]
291it [00:07, 39.58it/s]
295it [00:07, 39.63it/s]
299it [00:07, 39.60it/s]
303it [00:07, 39.65it/s]
307it [00:07, 39.65it/s]
312it [00:07, 39.82it/s]
316it [00:08, 39.76it/s]
320it [00:08, 39.77it/s]
324it [00:08, 39.74it/s]
328it [00:08, 39.67it/s]
332it [00:08, 39.70it/s]
337it [00:08, 39.73it/s]
341it [00:08, 39.67it/s]
345it [00:08, 39.66it/s]
350it [00:08, 39.83it/s]
354it [00:09, 39.83it/s]
358it [00:09, 39.80it/s]
362it [00:09, 39.62it/s]
366it [00:09, 39.26it/s]
370it [00:09, 39.41it/s]
374it [00:09, 39.41it/s]
378it [00:09, 39.54it/s]
383it [00:09, 39.56it/s]
387it [00:09, 39.66it/s]
391it [00:09, 39.74it/s]
395it [00:10, 39.80it/s]
399it [00:10, 39.83it/s]
403it [00:10, 39.87it/s]
407it [00:10, 39.73it/s]
412it [00:10, 39.95it/s]
416it [00:10, 39.80it/s]
421it [00:10, 39.79it/s]
425it [00:10, 39.78it/s]
429it [00:10, 39.82it/s]
433it [00:11, 39.86it/s]
437it [00:11, 39.86it/s]
442it [00:11, 40.01it/s]
447it [00:11, 39.89it/s]
451it [00:11, 39.90it/s]
455it [00:11, 39.79it/s]
459it [00:11, 39.77it/s]
463it [00:11, 39.79it/s]
467it [00:11, 39.74it/s]
471it [00:11, 39.57it/s]
475it [00:12, 39.64it/s]
479it [00:12, 39.52it/s]
483it [00:12, 39.56it/s]
487it [00:12, 39.61it/s]
491it [00:12, 39.53it/s]
495it [00:12, 39.55it/s]
499it [00:12, 39.61it/s]
503it [00:12, 39.66it/s]
507it [00:12, 39.61it/s]
511it [00:12, 39.65it/s]
515it [00:13, 39.70it/s]
519it [00:13, 39.78it/s]
523it [00:13, 39.75it/s]
527it [00:13, 39.73it/s]
531it [00:13, 39.72it/s]
535it [00:13, 39.75it/s]
539it [00:13, 39.69it/s]
544it [00:13, 39.90it/s]
548it [00:13, 39.89it/s]
553it [00:14, 39.86it/s]
557it [00:14, 39.89it/s]
562it [00:14, 40.01it/s]
567it [00:14, 39.85it/s]
571it [00:14, 39.88it/s]
575it [00:14, 39.87it/s]
580it [00:14, 40.05it/s]
585it [00:14, 39.96it/s]
590it [00:14, 40.07it/s]
595it [00:15, 40.07it/s]
600it [00:15, 40.21it/s]
600it [00:15, 39.32it/s][33m2021-11-27 19:19:03,968 - TCA - Val Acc = 54.00+-0.79
[0m

0it [00:00, ?it/s]
1it [00:00,  9.48it/s]
5it [00:00, 12.26it/s]
9it [00:00, 15.47it/s]
13it [00:00, 18.94it/s]
17it [00:00, 22.49it/s]
21it [00:00, 25.82it/s]
25it [00:00, 28.84it/s]
29it [00:00, 31.44it/s]
33it [00:00, 33.50it/s]
37it [00:01, 34.94it/s]
41it [00:01, 36.19it/s]
45it [00:01, 37.14it/s]
49it [00:01, 37.79it/s]
53it [00:01, 38.25it/s]
57it [00:01, 38.64it/s]
61it [00:01, 38.96it/s]
65it [00:01, 39.21it/s]
69it [00:01, 39.28it/s]
73it [00:01, 39.41it/s]
77it [00:02, 39.51it/s]
81it [00:02, 39.04it/s]
85it [00:02, 39.24it/s]
90it [00:02, 39.51it/s]
94it [00:02, 39.54it/s]
98it [00:02, 39.62it/s]
102it [00:02, 39.67it/s]
107it [00:02, 39.82it/s]
112it [00:02, 40.03it/s]
117it [00:03, 40.05it/s]
122it [00:03, 40.14it/s]
127it [00:03, 39.95it/s]
131it [00:03, 39.85it/s]
135it [00:03, 39.87it/s]
139it [00:03, 39.88it/s]
143it [00:03, 39.77it/s]
147it [00:03, 39.75it/s]
152it [00:03, 39.93it/s]
156it [00:04, 39.82it/s]
160it [00:04, 39.81it/s]
164it [00:04, 39.73it/s]
168it [00:04, 39.68it/s]
172it [00:04, 39.70it/s]
176it [00:04, 39.79it/s]
180it [00:04, 39.76it/s]
184it [00:04, 39.83it/s]
188it [00:04, 39.70it/s]
192it [00:04, 39.72it/s]
197it [00:05, 39.74it/s]
201it [00:05, 39.71it/s]
205it [00:05, 39.61it/s]
210it [00:05, 39.82it/s]
214it [00:05, 39.85it/s]
218it [00:05, 39.89it/s]
222it [00:05, 39.84it/s]
226it [00:05, 39.75it/s]
230it [00:05, 39.71it/s]
234it [00:05, 39.62it/s]
238it [00:06, 39.40it/s]
242it [00:06, 39.46it/s]
246it [00:06, 39.53it/s]
250it [00:06, 39.60it/s]
254it [00:06, 39.59it/s]
258it [00:06, 39.51it/s]
262it [00:06, 39.59it/s]
266it [00:06, 39.58it/s]
270it [00:06, 39.68it/s]
274it [00:06, 39.70it/s]
278it [00:07, 39.66it/s]
282it [00:07, 39.65it/s]
286it [00:07, 39.57it/s]
290it [00:07, 39.63it/s]
294it [00:07, 39.62it/s]
298it [00:07, 39.61it/s]
302it [00:07, 39.63it/s]
306it [00:07, 39.66it/s]
310it [00:07, 39.71it/s]
314it [00:07, 39.72it/s]
318it [00:08, 39.70it/s]
322it [00:08, 39.63it/s]
326it [00:08, 39.58it/s]
330it [00:08, 39.58it/s]
334it [00:08, 39.55it/s]
338it [00:08, 39.60it/s]
342it [00:08, 39.60it/s]
346it [00:08, 39.64it/s]
350it [00:08, 39.53it/s]
354it [00:09, 39.53it/s]
358it [00:09, 39.49it/s]
362it [00:09, 39.10it/s]
366it [00:09, 39.31it/s]
370it [00:09, 39.41it/s]
374it [00:09, 39.49it/s]
378it [00:09, 38.52it/s]
382it [00:09, 38.48it/s]
386it [00:09, 38.00it/s]
390it [00:09, 38.39it/s]
394it [00:10, 38.75it/s]
398it [00:10, 38.85it/s]
402it [00:10, 38.88it/s]
406it [00:10, 38.96it/s]
410it [00:10, 39.19it/s]
414it [00:10, 39.26it/s]
418it [00:10, 39.42it/s]
422it [00:10, 39.46it/s]
426it [00:10, 39.49it/s]
430it [00:10, 39.53it/s]
434it [00:11, 39.55it/s]
438it [00:11, 39.51it/s]
442it [00:11, 39.60it/s]
446it [00:11, 39.63it/s]
450it [00:11, 39.21it/s]
454it [00:11, 39.43it/s]
458it [00:11, 39.59it/s]
462it [00:11, 39.64it/s]
466it [00:11, 39.74it/s]
470it [00:11, 39.76it/s]
474it [00:12, 39.76it/s]
478it [00:12, 39.67it/s]
482it [00:12, 39.64it/s]
486it [00:12, 39.61it/s]
490it [00:12, 39.69it/s]
494it [00:12, 39.78it/s]
498it [00:12, 39.61it/s]
502it [00:12, 39.70it/s]
507it [00:12, 39.68it/s]
511it [00:12, 39.67it/s]
515it [00:13, 39.67it/s]
519it [00:13, 39.67it/s]
523it [00:13, 39.64it/s]
527it [00:13, 39.59it/s]
531it [00:13, 39.64it/s]
535it [00:13, 39.63it/s]
539it [00:13, 39.68it/s]
543it [00:13, 39.66it/s]
547it [00:13, 39.60it/s]
551it [00:14, 39.65it/s]
555it [00:14, 39.67it/s]
559it [00:14, 39.65it/s]
564it [00:14, 39.82it/s]
568it [00:14, 39.76it/s]
572it [00:14, 39.62it/s]
576it [00:14, 39.68it/s]
580it [00:14, 39.73it/s]
585it [00:14, 39.72it/s]
589it [00:14, 39.74it/s]
593it [00:15, 39.79it/s]
597it [00:15, 39.76it/s]
600it [00:15, 39.25it/s][33m2021-11-27 19:19:19,351 - TCA - Val Acc = 54.51+-0.82
[0m

0it [00:00, ?it/s]
1it [00:00,  9.06it/s]
5it [00:00, 11.79it/s]
9it [00:00, 14.95it/s]
13it [00:00, 18.36it/s]
17it [00:00, 21.89it/s]
21it [00:00, 25.24it/s]
25it [00:00, 28.28it/s]
29it [00:00, 30.89it/s]
33it [00:00, 32.99it/s]
37it [00:01, 34.67it/s]
41it [00:01, 35.90it/s]
45it [00:01, 36.93it/s]
49it [00:01, 37.65it/s]
53it [00:01, 38.29it/s]
57it [00:01, 38.70it/s]
61it [00:01, 38.93it/s]
65it [00:01, 39.15it/s]
69it [00:01, 39.01it/s]
73it [00:01, 39.23it/s]
77it [00:02, 39.36it/s]
81it [00:02, 39.40it/s]
85it [00:02, 39.00it/s]
89it [00:02, 38.90it/s]
93it [00:02, 38.76it/s]
97it [00:02, 38.65it/s]
101it [00:02, 38.96it/s]
105it [00:02, 39.13it/s]
109it [00:02, 39.31it/s]
113it [00:02, 39.41it/s]
117it [00:03, 39.51it/s]
121it [00:03, 39.60it/s]
125it [00:03, 39.65it/s]
129it [00:03, 39.61it/s]
134it [00:03, 39.84it/s]
138it [00:03, 39.64it/s]
142it [00:03, 39.63it/s]
146it [00:03, 39.67it/s]
150it [00:03, 39.59it/s]
154it [00:03, 39.33it/s]
158it [00:04, 39.51it/s]
162it [00:04, 39.53it/s]
166it [00:04, 39.58it/s]
170it [00:04, 39.51it/s]
174it [00:04, 39.49it/s]
178it [00:04, 39.54it/s]
182it [00:04, 39.48it/s]
186it [00:04, 39.55it/s]
190it [00:04, 39.60it/s]
194it [00:05, 39.65it/s]
198it [00:05, 39.59it/s]
202it [00:05, 39.62it/s]
206it [00:05, 39.54it/s]
210it [00:05, 39.51it/s]
214it [00:05, 39.57it/s]
218it [00:05, 39.56it/s]
222it [00:05, 39.55it/s]
226it [00:05, 39.20it/s]
231it [00:05, 39.38it/s]
236it [00:06, 39.68it/s]
241it [00:06, 39.72it/s]
245it [00:06, 39.77it/s]
249it [00:06, 39.80it/s]
254it [00:06, 40.00it/s]
259it [00:06, 39.90it/s]
264it [00:06, 40.01it/s]
269it [00:06, 40.00it/s]
273it [00:06, 39.92it/s]
278it [00:07, 40.07it/s]
283it [00:07, 39.96it/s]
287it [00:07, 39.89it/s]
291it [00:07, 39.49it/s]
295it [00:07, 39.54it/s]
299it [00:07, 39.61it/s]
303it [00:07, 39.62it/s]
307it [00:07, 39.65it/s]
311it [00:07, 39.59it/s]
315it [00:08, 39.57it/s]
319it [00:08, 39.64it/s]
323it [00:08, 39.69it/s]
327it [00:08, 39.71it/s]
331it [00:08, 39.69it/s]
335it [00:08, 39.65it/s]
339it [00:08, 39.68it/s]
343it [00:08, 39.71it/s]
347it [00:08, 39.62it/s]
351it [00:08, 39.41it/s]
355it [00:09, 39.51it/s]
359it [00:09, 39.57it/s]
363it [00:09, 39.47it/s]
367it [00:09, 39.44it/s]
371it [00:09, 39.39it/s]
375it [00:09, 39.42it/s]
379it [00:09, 39.50it/s]
384it [00:09, 39.64it/s]
388it [00:09, 39.69it/s]
392it [00:09, 39.73it/s]
396it [00:10, 39.66it/s]
400it [00:10, 39.70it/s]
404it [00:10, 39.68it/s]
408it [00:10, 39.39it/s]
412it [00:10, 39.51it/s]
416it [00:10, 39.53it/s]
420it [00:10, 39.46it/s]
424it [00:10, 39.60it/s]
428it [00:10, 39.55it/s]
432it [00:11, 39.53it/s]
436it [00:11, 39.60it/s]
440it [00:11, 39.53it/s]
444it [00:11, 39.51it/s]
448it [00:11, 39.56it/s]
452it [00:11, 39.47it/s]
456it [00:11, 39.43it/s]
460it [00:11, 39.40it/s]
464it [00:11, 39.42it/s]
468it [00:11, 39.50it/s]
472it [00:12, 39.17it/s]
476it [00:12, 38.95it/s]
480it [00:12, 39.09it/s]
484it [00:12, 39.24it/s]
